name,category,image_url,product_url,colors,season,occasion,style_tags,occasion_tags,source,source_item_id,brand
Nika vest,top,catalog/images/0915526002.jpg,,Black,,,classic|minimal|cozy|layering,everyday|casual,h_and_m,0915526002,H&M
CALEXICO,top,catalog/images/0689816005.jpg,,Greenish Khaki,,,classic|minimal|dressy|feminine,,h_and_m,0689816005,H&M
Amalia,top,catalog/images/0818031004.jpg,,Yellow,,,classic|minimal|dressy|feminine,everyday|casual,h_and_m,0818031004,H&M
Harrison (1),top,catalog/images/0678942054.jpg,,Beige,,,casual,,h_and_m,0678942054,H&M
1 - PACK,top,catalog/images/0573284038.jpg,,Black,,,classic|minimal|dressy|feminine,,h_and_m,0573284038,H&M
K Danny knit CNY,top,catalog/images/0743498002.jpg,,Black,,,classic|minimal,everyday|casual,h_and_m,0743498002,H&M
Capri body,top,catalog/images/0785041005.jpg,,Black,,,classic|minimal|basic|casual,everyday|casual,h_and_m,0785041005,H&M
Muffin LS,top,catalog/images/0583417003.jpg,,Black,,,classic|minimal|dressy|feminine,everyday,h_and_m,0583417003,H&M
Charlie,top,catalog/images/0609650013.jpg,,Dark Green,,,classic|minimal|dressy|feminine,,h_and_m,0609650013,H&M
Harry,top,catalog/images/0533349001.jpg,,Dark Blue,,,casual|classic|feminine|work,everyday|casual,h_and_m,0533349001,H&M
Sid Pile,top,catalog/images/0794779002.jpg,,Pink,,,classic|minimal|casual|layering,,h_and_m,0794779002,H&M
Simba,top,catalog/images/0563519011.jpg,,Black,,,classic|minimal|basic|casual,everyday|casual,h_and_m,0563519011,H&M
LOGG Iris linen trs,bottom,catalog/images/0588425001.jpg,,Dark Grey,,,classic|minimal|work,,h_and_m,0588425001,H&M
PQ CIRCUS VELVET TRS,bottom,catalog/images/0828852002.jpg,,Black,,,classic|minimal,,h_and_m,0828852002,H&M
Beth trouser,bottom,catalog/images/0571594001.jpg,,Off White,,,classic|minimal|cozy|layering,everyday|casual,h_and_m,0571594001,H&M
Sass skirt,bottom,catalog/images/0589059001.jpg,,Black,,,statement|party|classic|work,trendy|going_out,h_and_m,0589059001,H&M
London skirt,bottom,catalog/images/0850281002.jpg,,Black,,,bold|statement|feminine|versatile,,h_and_m,0850281002,H&M
Tonia shorts,bottom,catalog/images/0781813002.jpg,,Light Orange,,,bold|statement|casual|summer,everyday|casual,h_and_m,0781813002,H&M
Primo slacks,bottom,catalog/images/0783346008.jpg,,Black,,,classic|preppy|work,everyday|casual,h_and_m,0783346008,H&M
W TIVOLI TRS EQ,bottom,catalog/images/0665696002.jpg,,Dark Red,,,classic|minimal,everyday|casual,h_and_m,0665696002,H&M
Hayes petite trouser,bottom,catalog/images/0903207003.jpg,,Grey,,,classic|minimal|work,,h_and_m,0903207003,H&M
Kanta slacks,bottom,catalog/images/0573716013.jpg,,Black,,,classic|minimal|work,everyday|casual,h_and_m,0573716013,H&M
Space 5 pkt tregging,bottom,catalog/images/0562252040.jpg,,Blue,,,casual|classic|work,everyday|casual,h_and_m,0562252040,H&M
MARK JOGGER,bottom,catalog/images/0856527002.jpg,,Black,,,classic|minimal|dressy|feminine,,h_and_m,0856527002,H&M
Slim cargo RW TVP,bottom,catalog/images/0920528001.jpg,,Greenish Khaki,,,classic|minimal|work,,h_and_m,0920528001,H&M
Heartless trousers,bottom,catalog/images/0702445002.jpg,,Black,,,elegant|dressy|classic|work,everyday|casual,h_and_m,0702445002,H&M
MC Hayes cropped (W),bottom,catalog/images/0834029001.jpg,,White,,,casual|classic|work,everyday,h_and_m,0834029001,H&M
Pineapple skirt,bottom,catalog/images/0807795002.jpg,,Dark Blue,,,casual|classic|work,trendy|going_out,h_and_m,0807795002,H&M
EDC Lambada skirt,bottom,catalog/images/0750064001.jpg,,Orange,,,bold|statement,everyday|casual,h_and_m,0750064001,H&M
Connie HW tapered trousers,bottom,catalog/images/0835213001.jpg,,Light Beige,,,bold|statement|classic|work,trendy|going_out,h_and_m,0835213001,H&M
Saffron cargo skinny LW,bottom,catalog/images/0746797001.jpg,,Black,,,classic|minimal|work,,h_and_m,0746797001,H&M
Frida trouser,bottom,catalog/images/0610179016.jpg,,Black,,,bold|statement|classic|work,everyday,h_and_m,0610179016,H&M
Enter treggings,bottom,catalog/images/0661306008.jpg,,Yellowish Brown,,,bold|statement|classic|work,everyday|casual,h_and_m,0661306008,H&M
Uno,bottom,catalog/images/0774148003.jpg,,Dark Blue,,,bold|statement|feminine|versatile,,h_and_m,0774148003,H&M
Liana check,bottom,catalog/images/0928928001.jpg,,Greenish Khaki,,,classic|preppy|feminine|versatile,everyday|casual,h_and_m,0928928001,H&M
ED Robyn denim Jumpsuit,bottom,catalog/images/0867942001.jpg,,Light Blue,,,casual|classic|work,,h_and_m,0867942001,H&M
Nihon linen,bottom,catalog/images/0726764001.jpg,,White,,,classic|minimal|work,,h_and_m,0726764001,H&M
Coco skirt,bottom,catalog/images/0786197001.jpg,,Dark Blue,,,feminine|versatile,,h_and_m,0786197001,H&M
Hills PQ,bottom,catalog/images/0653621001.jpg,,Black,,,classic|minimal|feminine|versatile,everyday|casual,h_and_m,0653621001,H&M
Pine HW Trousers,bottom,catalog/images/0780510003.jpg,,Black,,,classic|preppy|work,everyday|casual,h_and_m,0780510003,H&M
Typhoon shorts,bottom,catalog/images/0882418005.jpg,,Dark Blue,,,classic|minimal|work,,h_and_m,0882418005,H&M
Talk about me shorts,bottom,catalog/images/0639985002.jpg,,Dark Blue,,,feminine|romantic|versatile,,h_and_m,0639985002,H&M
ED Kanta slaks Petite,bottom,catalog/images/0754631001.jpg,,Black,,,classic|minimal|work,,h_and_m,0754631001,H&M
Trudilutt skirt,bottom,catalog/images/0803399001.jpg,,Off White,,,classic|minimal|work,trendy|going_out,h_and_m,0803399001,H&M
ED Madison Skinny HW,bottom,catalog/images/0573937001.jpg,,Black,,,classic|minimal|work,,h_and_m,0573937001,H&M
MJ trouser,bottom,catalog/images/0590838001.jpg,,Black,,,classic|work,everyday|casual,h_and_m,0590838001,H&M
Florence playsuit,bottom,catalog/images/0520392001.jpg,,Dark Red,,,classic|minimal|work,everyday|casual,h_and_m,0520392001,H&M
Yoshi kickflare,bottom,catalog/images/0562255001.jpg,,Black,,,modern|versatile|classic|work,everyday|casual,h_and_m,0562255001,H&M
Ciara wide cropped HW,bottom,catalog/images/0696209007.jpg,,Light Green,,,bold|statement|classic|work,everyday|casual,h_and_m,0696209007,H&M
Stormi pull-on RW,bottom,catalog/images/0765599006.jpg,,Dark Red,,,bold|statement|classic|work,,h_and_m,0765599006,H&M
Summer pants (Saigon),bottom,catalog/images/0575542004.jpg,,Other,,,bold|statement|classic|work,everyday|casual,h_and_m,0575542004,H&M
Spider HW wide cropped,bottom,catalog/images/0738298001.jpg,,Dark Grey,,,casual|classic|work,everyday|casual,h_and_m,0738298001,H&M
Miro trouser,bottom,catalog/images/0624941001.jpg,,Black,,,classic|minimal|dressy|feminine,,h_and_m,0624941001,H&M
Dimanche shorts,bottom,catalog/images/0772003001.jpg,,Off White,,,bold|statement|classic|work,trendy|going_out,h_and_m,0772003001,H&M
Floyd,bottom,catalog/images/0620886001.jpg,,Dark Blue,,,classic|minimal|work,everyday|casual,h_and_m,0620886001,H&M
ED Pluto RW slacks,bottom,catalog/images/0757552006.jpg,,Black,,,bold|statement|classic|work,,h_and_m,0757552006,H&M
OL Freddy,bottom,catalog/images/0653666007.jpg,,Dark Blue,,,bold|statement,everyday|casual,h_and_m,0653666007,H&M
Toro cargo skirt,bottom,catalog/images/0648336001.jpg,,Greenish Khaki,,,classic|minimal|feminine|versatile,everyday|casual,h_and_m,0648336001,H&M
Hugo,bottom,catalog/images/0563158001.jpg,,Black,,,classic|minimal|feminine|versatile,,h_and_m,0563158001,H&M
Mason jogger RW,bottom,catalog/images/0845191006.jpg,,Off White,,,classic|minimal|work,,h_and_m,0845191006,H&M
sascha skirt,bottom,catalog/images/0779924003.jpg,,White,,,elegant|dressy|cozy|layering,everyday|casual,h_and_m,0779924003,H&M
Mac skirt,bottom,catalog/images/0804084002.jpg,,Off White,,,statement|party|classic|work,trendy|going_out,h_and_m,0804084002,H&M
Elsa,bottom,catalog/images/0803647003.jpg,,Dark Green,,,bold|statement|feminine|versatile,everyday|casual,h_and_m,0803647003,H&M
Don Deco,bottom,catalog/images/0529077001.jpg,,Black,,,classic|minimal|work,,h_and_m,0529077001,H&M
Enna essential V5,bottom,catalog/images/0625740001.jpg,,Grey,,,casual|feminine|versatile,,h_and_m,0625740001,H&M
Kelso,bottom,catalog/images/0817472004.jpg,,Black,,,modern|versatile|casual|summer,everyday|casual,h_and_m,0817472004,H&M
Hayes,bottom,catalog/images/0568597021.jpg,,Dark Red,,,classic|minimal|work,,h_and_m,0568597021,H&M
Ocean skirt(1),bottom,catalog/images/0858460002.jpg,,Black,,,classic|minimal|dressy|feminine,,h_and_m,0858460002,H&M
Linda woven trs,bottom,catalog/images/0549257001.jpg,,Black,,,classic|minimal|work,,h_and_m,0549257001,H&M
Drizzle wide cropped,bottom,catalog/images/0816563007.jpg,,Dark Blue,,,classic|minimal|work,everyday|casual,h_and_m,0816563007,H&M
Roger straight trs RW,bottom,catalog/images/0704032002.jpg,,Dark Red,,,classic|minimal|dressy|feminine,trendy|going_out,h_and_m,0704032002,H&M
Selena linen shorts,bottom,catalog/images/0885072001.jpg,,Light Beige,,,classic|minimal|work,,h_and_m,0885072001,H&M
Zoe cropped (1),bottom,catalog/images/0527790001.jpg,,Black,,,classic|minimal|work,everyday|casual,h_and_m,0527790001,H&M
Pluto RW slacks,bottom,catalog/images/0612182001.jpg,,Black,,,classic|minimal|work,everyday|casual,h_and_m,0612182001,H&M
LOGG Solange RW,bottom,catalog/images/0831412003.jpg,,Black,,,classic|minimal|work,,h_and_m,0831412003,H&M
Kanta RW Slacks,bottom,catalog/images/0766346004.jpg,,Light Pink,,,classic|minimal|work,everyday|casual,h_and_m,0766346004,H&M
Liana,bottom,catalog/images/0814652001.jpg,,Dark Blue,,,classic|preppy|feminine|versatile,everyday|casual,h_and_m,0814652001,H&M
Sport Line Leggings,bottom,catalog/images/0784507001.jpg,,Black,,,classic|minimal,,h_and_m,0784507001,H&M
Sensai skirt,bottom,catalog/images/0760667004.jpg,,Yellow,,,bold|statement|classic|work,trendy|going_out,h_and_m,0760667004,H&M
&denim Shping skinny RW Petite,bottom,catalog/images/0754627001.jpg,,Blue,,,casual|classic,casual|everyday,h_and_m,0754627001,H&M
Tommy denim trousers,bottom,catalog/images/0609994001.jpg,,Light Beige,,,casual|classic|work,trendy|going_out,h_and_m,0609994001,H&M
Agneta Playsuit,bottom,catalog/images/0861608001.jpg,,Light Beige,,,classic|minimal|dressy|feminine,everyday|casual,h_and_m,0861608001,H&M
Barza trousers,bottom,catalog/images/0612075006.jpg,,Dark Blue,,,bold|statement|dressy|feminine,everyday|casual,h_and_m,0612075006,H&M
PQ SULLY SILK MIX SKIRT,bottom,catalog/images/0844935002.jpg,,Off White,,,classic|minimal|cozy|layering,,h_and_m,0844935002,H&M
Joni trousers,bottom,catalog/images/0634867001.jpg,,Dark Grey,,,casual|dressy|feminine,everyday|casual,h_and_m,0634867001,H&M
Katya essential skirt,bottom,catalog/images/0858856002.jpg,,Black,,,classic|minimal|feminine|versatile,,h_and_m,0858856002,H&M
MAMA HAVANA tights,bottom,catalog/images/0708274001.jpg,,Black,,,classic|minimal|dressy|feminine,everyday,h_and_m,0708274001,H&M
Malta jogger,bottom,catalog/images/0745091004.jpg,,Dark Blue,,,classic|minimal|work,,h_and_m,0745091004,H&M
W BOUNTY SKIRT CNY,bottom,catalog/images/0696122002.jpg,,Black,,,classic|minimal,everyday|casual,h_and_m,0696122002,H&M
Frida denim tencel trouser (D),bottom,catalog/images/0810175001.jpg,,Blue,,,classic|minimal|work,everyday,h_and_m,0810175001,H&M
Enna autumn skirt,bottom,catalog/images/0895487005.jpg,,Light Beige,,,classic|preppy|feminine|versatile,,h_and_m,0895487005,H&M
Freja roll up,bottom,catalog/images/0613942005.jpg,,Dark Blue,,,classic|minimal|basic|casual,everyday|casual,h_and_m,0613942005,H&M
Glamping,bottom,catalog/images/0879248004.jpg,,Light Pink,,,classic|minimal|basic|casual,everyday|casual,h_and_m,0879248004,H&M
Cusco 1,bottom,catalog/images/0863928001.jpg,,Black,,,bold|statement|feminine|versatile,everyday|casual,h_and_m,0863928001,H&M
&DENIM Skinny LW elite,bottom,catalog/images/0615794001.jpg,,Light Blue,,,casual|classic|work,,h_and_m,0615794001,H&M
Rive gauche skirt,bottom,catalog/images/0563816001.jpg,,Black,,,classic|minimal|feminine|versatile,,h_and_m,0563816001,H&M
Vermont essential slacks,bottom,catalog/images/0779781007.jpg,,Dark Green,,,classic|minimal|work,,h_and_m,0779781007,H&M
Sanna pants,bottom,catalog/images/0584496001.jpg,,Pink,,,trendy|edgy|dressy|feminine,,h_and_m,0584496001,H&M
Bae Casual Slacks,bottom,catalog/images/0611829003.jpg,,Dark Blue,,,classic|minimal|work,,h_and_m,0611829003,H&M
Bonnie denim shorts,bottom,catalog/images/0760695003.jpg,,Black,,,casual|classic|work,trendy|going_out,h_and_m,0760695003,H&M
Lemon HW,bottom,catalog/images/0859105003.jpg,,Black,,,classic|minimal|casual|summer,everyday|casual,h_and_m,0859105003,H&M
J LENA SHORTS EQ,bottom,catalog/images/0726184003.jpg,,Light Pink,,,bold|statement,everyday|casual,h_and_m,0726184003,H&M
Samantha slip skirt,bottom,catalog/images/0746326003.jpg,,Yellowish Brown,,,classic|minimal|feminine|versatile,everyday|casual,h_and_m,0746326003,H&M
Babette biker,bottom,catalog/images/0881754001.jpg,,Black,,,classic|minimal|dressy|feminine,everyday,h_and_m,0881754001,H&M
Roose high-waist linen shorts,bottom,catalog/images/0722674005.jpg,,Greenish Khaki,,,classic|minimal|casual|summer,,h_and_m,0722674005,H&M
Bon HW straight trousers,bottom,catalog/images/0888024001.jpg,,Pink,,,classic|minimal|feminine|work,trendy|going_out,h_and_m,0888024001,H&M
Madrid trousers,bottom,catalog/images/0612302005.jpg,,Black,,,classic|minimal|dressy|feminine,trendy|going_out,h_and_m,0612302005,H&M
Primo slacks,bottom,catalog/images/0783346006.jpg,,Light Beige,,,classic|preppy|work,everyday|casual,h_and_m,0783346006,H&M
Luna skinny RW,bottom,catalog/images/0562245039.jpg,,Light Blue,,,casual|classic|work,everyday|casual,h_and_m,0562245039,H&M
Dorri,bottom,catalog/images/0641298005.jpg,,Dark Turquoise,,,classic|minimal|work,,h_and_m,0641298005,H&M
&DENIM+ Girlfriend RW,bottom,catalog/images/0884535001.jpg,,Blue,,,casual|classic,casual|everyday,h_and_m,0884535001,H&M
Hills PU skirt,bottom,catalog/images/0639297001.jpg,,Black,,,classic|minimal|feminine|versatile,everyday|casual,h_and_m,0639297001,H&M
Tia slacks,bottom,catalog/images/0855081003.jpg,,Dark Green,,,classic|work,,h_and_m,0855081003,H&M
Kim superskinny low waist,bottom,catalog/images/0262277009.jpg,,Dark Blue,,,classic|minimal|work,everyday,h_and_m,0262277009,H&M
Tiana jumpsuit,bottom,catalog/images/0852498001.jpg,,Black,,,classic|minimal|dressy|feminine,everyday|casual,h_and_m,0852498001,H&M
Madison HW slim destroy,bottom,catalog/images/0695318001.jpg,,Blue,,,casual|classic|work,everyday|casual,h_and_m,0695318001,H&M
FF Carnation check,bottom,catalog/images/0809230001.jpg,,Light Beige,,,classic|preppy,everyday|casual,h_and_m,0809230001,H&M
Milla,bottom,catalog/images/0637158001.jpg,,Black,,,classic|minimal|feminine|versatile,,h_and_m,0637158001,H&M
Maggie RW tapered,bottom,catalog/images/0686631001.jpg,,Black,,,classic|minimal|work,everyday|casual,h_and_m,0686631001,H&M
Kimberly Cord,bottom,catalog/images/0652596002.jpg,,Light Orange,,,classic|minimal|work,everyday,h_and_m,0652596002,H&M
Santorini playsuit,bottom,catalog/images/0783345001.jpg,,Black,,,classic|minimal|work,everyday|casual,h_and_m,0783345001,H&M
Cruz pencil skirt J,bottom,catalog/images/0686148001.jpg,,Silver,,,feminine|versatile,everyday|casual,h_and_m,0686148001,H&M
Frizz skirt,bottom,catalog/images/0889496002.jpg,,White,,,classic|minimal|feminine|work,trendy|going_out,h_and_m,0889496002,H&M
Waleo HW wide full,bottom,catalog/images/0752512006.jpg,,Black,,,classic|minimal|work,everyday|casual,h_and_m,0752512006,H&M
MC Fiona wide trs,bottom,catalog/images/0657640002.jpg,,Black,,,classic|minimal|work,,h_and_m,0657640002,H&M
Petit Hudson light midwash,bottom,catalog/images/0910446001.jpg,,Blue,,,casual|classic|work,everyday|casual,h_and_m,0910446001,H&M
ED Sunrise jumpsuit,bottom,catalog/images/0771661001.jpg,,Light Beige,,,casual|classic|work,,h_and_m,0771661001,H&M
Renate,bottom,catalog/images/0790635002.jpg,,Dark Red,,,classic|preppy|feminine|versatile,everyday|casual,h_and_m,0790635002,H&M
Kalinda trs,bottom,catalog/images/0665095005.jpg,,Grey,,,classic|preppy|dressy|feminine,everyday|casual,h_and_m,0665095005,H&M
Dina,bottom,catalog/images/0442915012.jpg,,Light Grey,,,casual|dressy|feminine,everyday,h_and_m,0442915012,H&M
Mim,bottom,catalog/images/0814684002.jpg,,Black,,,classic|preppy|feminine|versatile,everyday|casual,h_and_m,0814684002,H&M
Eve HW wide trousers,bottom,catalog/images/0739303002.jpg,,Black,,,classic|minimal|work,trendy|going_out,h_and_m,0739303002,H&M
Waleo HW wide full,bottom,catalog/images/0752512003.jpg,,Dark Blue,,,casual|classic|work,everyday|casual,h_and_m,0752512003,H&M
Fanny,bottom,catalog/images/0582477001.jpg,,Black,,,classic|minimal|work,everyday,h_and_m,0582477001,H&M
Flirtatious skirt,bottom,catalog/images/0764927001.jpg,,Yellow,,,bold|statement|feminine|versatile,everyday|casual,h_and_m,0764927001,H&M
Scarlett skirt,bottom,catalog/images/0836367002.jpg,,Beige,,,classic|minimal|feminine|versatile,everyday|casual,h_and_m,0836367002,H&M
W althea skirt,bottom,catalog/images/0496507003.jpg,,Dark Blue,,,classic|minimal|feminine|versatile,everyday|casual,h_and_m,0496507003,H&M
LOGG Hudson shorts,bottom,catalog/images/0744531001.jpg,,Dark Blue,,,classic|minimal|work,,h_and_m,0744531001,H&M
Sunshine skirt paperbag,bottom,catalog/images/0946827001.jpg,,Black,,,classic|minimal|casual|summer,,h_and_m,0946827001,H&M
Brazil Trousers,bottom,catalog/images/0693915001.jpg,,Beige,,,classic|preppy|work,trendy|going_out,h_and_m,0693915001,H&M
Skinny denim (D),bottom,catalog/images/0810170022.jpg,,Dark Blue,,,casual|classic|work,everyday,h_and_m,0810170022,H&M
Jackie cropped cord,bottom,catalog/images/0659562001.jpg,,Light Orange,,,classic|minimal|work,everyday|casual,h_and_m,0659562001,H&M
Stannis paperbag culotte HW,bottom,catalog/images/0734112002.jpg,,Dark Blue,,,casual|classic|work,,h_and_m,0734112002,H&M
Beno wow skirt,bottom,catalog/images/0771311002.jpg,,Turquoise,,,dressy|feminine,trendy|going_out,h_and_m,0771311002,H&M
Chloe Dungaree,bottom,catalog/images/0652617003.jpg,,Off White,,,classic|minimal|work,everyday,h_and_m,0652617003,H&M
Sky wide trousers,bottom,catalog/images/0598859001.jpg,,Black,,,classic|minimal|work,,h_and_m,0598859001,H&M
Selina skirt,bottom,catalog/images/0840027008.jpg,,Light Green,,,classic|minimal|feminine|work,trendy|going_out,h_and_m,0840027008,H&M
ED Primo trousers (W),bottom,catalog/images/0783186002.jpg,,Black,,,classic|minimal|work,everyday,h_and_m,0783186002,H&M
ED Madison Skinny HW,bottom,catalog/images/0573937006.jpg,,Blue,,,classic|minimal|work,,h_and_m,0573937006,H&M
Lemon HW,bottom,catalog/images/0859105007.jpg,,Light Orange,,,classic|minimal|casual|summer,everyday|casual,h_and_m,0859105007,H&M
Bow TRIS,bottom,catalog/images/0671776002.jpg,,Greenish Khaki,,,classic|minimal|work,everyday|casual,h_and_m,0671776002,H&M
Enna (1),bottom,catalog/images/0663568009.jpg,,Light Pink,,,classic|preppy|feminine|versatile,,h_and_m,0663568009,H&M
Tessa plissè,bottom,catalog/images/0639838007.jpg,,Black,,,classic|minimal|feminine|versatile,everyday|casual,h_and_m,0639838007,H&M
Chock trs,bottom,catalog/images/0652269004.jpg,,Dark Blue,,,casual|classic|work,trendy|going_out,h_and_m,0652269004,H&M
&DENIM+ Vintage Slim HW Ankle,bottom,catalog/images/0712660005.jpg,,Blue,,,casual|classic,casual|everyday,h_and_m,0712660005,H&M
Willow,bottom,catalog/images/0726199008.jpg,,Dark Blue,,,bold|statement|feminine|versatile,,h_and_m,0726199008,H&M
Titan Playsuit.,bottom,catalog/images/0906635002.jpg,,White,,,bold|statement|dressy|feminine,everyday|casual,h_and_m,0906635002,H&M
LF Calla Suede Skirt,bottom,catalog/images/0659301001.jpg,,Black,,,classic|minimal,,h_and_m,0659301001,H&M
PUFFIN PLAYSUIT,bottom,catalog/images/0777221002.jpg,,Dark Blue,,,classic|minimal|dressy|feminine,,h_and_m,0777221002,H&M
SPORT Zupi biker,bottom,catalog/images/0889083001.jpg,,Black,,,classic|minimal|dressy|feminine,everyday,h_and_m,0889083001,H&M
Combo wide trs,bottom,catalog/images/0701355001.jpg,,Black,,,classic|minimal,,h_and_m,0701355001,H&M
EDC CLARISSA FLAIRED TRS,bottom,catalog/images/0680186002.jpg,,Black,,,classic|minimal,everyday|casual,h_and_m,0680186002,H&M
Thomas wide,bottom,catalog/images/0722165001.jpg,,Dark Green,,,classic|minimal|work,,h_and_m,0722165001,H&M
Vermont fluid essential,bottom,catalog/images/0501322001.jpg,,Black,,,classic|minimal|work,,h_and_m,0501322001,H&M
MC Blue Lagoon Skirt. 1,bottom,catalog/images/0830755001.jpg,,Black,,,classic|minimal|dressy|feminine,,h_and_m,0830755001,H&M
Sandy,bottom,catalog/images/0765657002.jpg,,Beige,,,bold|statement|basic|casual,everyday|casual,h_and_m,0765657002,H&M
Raspberry Shorts,bottom,catalog/images/0720473001.jpg,,Greyish Beige,,,classic|minimal|casual|summer,everyday|casual,h_and_m,0720473001,H&M
Pucchini jumpsuit,bottom,catalog/images/0836364005.jpg,,Greenish Khaki,,,classic|minimal|work,,h_and_m,0836364005,H&M
Ursula embroidery,bottom,catalog/images/0554049001.jpg,,Black,,,classic|minimal|feminine|versatile,everyday|casual,h_and_m,0554049001,H&M
Kaj trouser,bottom,catalog/images/0616021001.jpg,,Black,,,classic|minimal|work,everyday|casual,h_and_m,0616021001,H&M
LOGG Finlandia trs,bottom,catalog/images/0871184001.jpg,,Blue,,,casual|classic|work,,h_and_m,0871184001,H&M
Luna skinny 5 pkt,bottom,catalog/images/0562245023.jpg,,Light Blue,,,casual|classic|work,everyday|casual,h_and_m,0562245023,H&M
W Mo,bottom,catalog/images/0553685001.jpg,,Off White,,,bold|statement|feminine|versatile,everyday|casual,h_and_m,0553685001,H&M
Cali trousers RW,bottom,catalog/images/0801274001.jpg,,Greenish Khaki,,,classic|minimal|work,,h_and_m,0801274001,H&M
LOGG Grapefruit skirt,bottom,catalog/images/0878382001.jpg,,White,,,classic|minimal|work,,h_and_m,0878382001,H&M
Ringo HW wide trousers,bottom,catalog/images/0807801002.jpg,,Dark Green,,,classic|minimal|work,trendy|going_out,h_and_m,0807801002,H&M
Marmot skirt,bottom,catalog/images/0675501001.jpg,,Other Orange,,,bold|statement|feminine|versatile,everyday|casual,h_and_m,0675501001,H&M
Sally,bottom,catalog/images/0732747003.jpg,,Red,,,classic|preppy|feminine|versatile,everyday|casual,h_and_m,0732747003,H&M
Cashew HW straight denim,bottom,catalog/images/0734943003.jpg,,Blue,,,casual|classic|work,trendy|going_out,h_and_m,0734943003,H&M
Bianca pants,bottom,catalog/images/0708490006.jpg,,Black,,,bold|statement|dressy|feminine,everyday,h_and_m,0708490006,H&M
ED Milk slaks,bottom,catalog/images/0797892004.jpg,,Dark Red,,,classic|minimal|work,,h_and_m,0797892004,H&M
W T Buttercup Skirt EQ,bottom,catalog/images/0539470001.jpg,,Turquoise,,,classic|minimal,everyday|casual,h_and_m,0539470001,H&M
Samira boot,shoes,catalog/images/0795937002.jpg,,Yellowish Brown,,,classic|minimal,,h_and_m,0795937002,H&M
OL AMBER,shoes,catalog/images/0535176003.jpg,,Black,,,classic|minimal,,h_and_m,0535176003,H&M
Elena sneaker,shoes,catalog/images/0698470001.jpg,,Dark Blue,,,classic|minimal,,h_and_m,0698470001,H&M
Maximo,shoes,catalog/images/0745184004.jpg,,Black,,,classic|minimal,,h_and_m,0745184004,H&M
OL GURAM PQ sandal,shoes,catalog/images/0733656001.jpg,,Red,,,classic|minimal,,h_and_m,0733656001,H&M
Rhea pump,shoes,catalog/images/0553611010.jpg,,Orange,,,classic|minimal,,h_and_m,0553611010,H&M
Sigrid sandal,shoes,catalog/images/0853594002.jpg,,Yellowish Brown,,,classic|minimal,,h_and_m,0853594002,H&M
Emi pump(1),shoes,catalog/images/0808021008.jpg,,Black,,,classic|minimal,,h_and_m,0808021008,H&M
Nadine,shoes,catalog/images/0631888001.jpg,,Black,,,modern|bold,,h_and_m,0631888001,H&M
Morris sandalette,shoes,catalog/images/0861409001.jpg,,Black,,,classic|minimal,,h_and_m,0861409001,H&M
OL AGATA PQ boot,shoes,catalog/images/0705854001.jpg,,Black,,,classic|minimal,,h_and_m,0705854001,H&M
GOYA PQ sandalette,shoes,catalog/images/0761952003.jpg,,Light Beige,,,classic|minimal,,h_and_m,0761952003,H&M
OL ELLEN PQ W.L sneaker,shoes,catalog/images/0542913002.jpg,,Light Orange,,,classic|minimal,,h_and_m,0542913002,H&M
Heat highshaft,shoes,catalog/images/0783625001.jpg,,Black,,,classic|minimal,,h_and_m,0783625001,H&M
Mary DTP,shoes,catalog/images/0517762010.jpg,,Gold,,,classic|minimal,,h_and_m,0517762010,H&M
Louie Heel,shoes,catalog/images/0709746001.jpg,,Black,,,classic|minimal,,h_and_m,0709746001,H&M
Dani Sandal,shoes,catalog/images/0836551003.jpg,,Other Yellow,,,classic|minimal,,h_and_m,0836551003,H&M
Jim semi boot,shoes,catalog/images/0712411001.jpg,,Black,,,classic|minimal,,h_and_m,0712411001,H&M
Tessa espadrille,shoes,catalog/images/0808023001.jpg,,Black,,,classic|minimal,,h_and_m,0808023001,H&M
Nala quilt PQ sandal,shoes,catalog/images/0808651001.jpg,,Black,,,classic|minimal,,h_and_m,0808651001,H&M
Marian sandalette,shoes,catalog/images/0808028001.jpg,,Black,,,classic|minimal,,h_and_m,0808028001,H&M
Puffa Sandal,shoes,catalog/images/0875914001.jpg,,Black,,,classic|minimal,,h_and_m,0875914001,H&M
Jill mc boot,shoes,catalog/images/0790612001.jpg,,Black,,,classic|minimal,,h_and_m,0790612001,H&M
Henrik ballerina,shoes,catalog/images/0469039001.jpg,,Black,,,classic|minimal,,h_and_m,0469039001,H&M
Macy sandal runner,shoes,catalog/images/0727062001.jpg,,Black,,,classic|minimal,,h_and_m,0727062001,H&M
Devon PQ boot,shoes,catalog/images/0820610001.jpg,,Black,,,classic|minimal,,h_and_m,0820610001,H&M
Sake Heel,shoes,catalog/images/0822992002.jpg,,Light Purple,,,classic|minimal,,h_and_m,0822992002,H&M
York espadrille,shoes,catalog/images/0857097001.jpg,,Dark Beige,,,classic|minimal,,h_and_m,0857097001,H&M
Brie boot,shoes,catalog/images/0748595002.jpg,,Dark Orange,,,classic|minimal,,h_and_m,0748595002,H&M
Henny Sandal,shoes,catalog/images/0858969002.jpg,,Yellowish Brown,,,classic|minimal,,h_and_m,0858969002,H&M
OL RIRI sneaker,shoes,catalog/images/0578816001.jpg,,Black,,,classic|minimal,,h_and_m,0578816001,H&M
Rianne strappy pump,shoes,catalog/images/0789681001.jpg,,Black,,,classic|minimal,,h_and_m,0789681001,H&M
